price_id,crop_id,market_name,country,price_date,price_per_kg,currency
435,6,Bodija Market,Nigeria,2025-06-15,1747.8,NGN
436,6,Makola Market,Ghana,2025-06-15,20.81,GHS
437,6,Kumasi Central,Ghana,2025-06-15,16.99,GHS
438,6,Wakulima Market,Kenya,2025-06-15,204.61,KES
439,6,Kongowea Market,Kenya,2025-06-15,226.91,KES
440,7,Mile 12 Market,Nigeria,2025-06-15,1059.96,NGN
441,7,Wuse Market,Nigeria,2025-06-15,1206.34,NGN
442,7,Bodija Market,Nigeria,2025-06-15,984.26,NGN
443,7,Makola Market,Ghana,2025-06-15,11.6,GHS
444,7,Kumasi Central,Ghana,2025-06-15,11.31,GHS
445,7,Wakulima Market,Kenya,2025-06-15,115.18,KES
446,7,Kongowea Market,Kenya,2025-06-15,146.68,KES
447,8,Mile 12 Market,Nigeria,2025-06-15,1929.31,NGN
448,8,Wuse Market,Nigeria,2025-06-15,1723.8,NGN
449,8,Bodija Market,Nigeria,2025-06-15,1755.08,NGN
450,8,Makola Market,Ghana,2025-06-15,20.0,GHS
451,8,Kumasi Central,Ghana,2025-06-15,23.57,GHS
452,8,Wakulima Market,Kenya,2025-06-15,259.57,KES
453,8,Kongowea Market,Kenya,2025-06-15,241.66,KES
454,9,Mile 12 Market,Nigeria,2025-06-15,4128.4,NGN
455,9,Wuse Market,Nigeria,2025-06-15,4294.73,NGN
456,9,Bodija Market,Nigeria,2025-06-15,3326.93,NGN
457,9,Makola Market,Ghana,2025-06-15,38.77,GHS
458,9,Kumasi Central,Ghana,2025-06-15,39.84,GHS
459,9,Wakulima Market,Kenya,2025-06-15,503.27,KES
460,9,Kongowea Market,Kenya,2025-06-15,445.45,KES
461,10,Bodija Market,Nigeria,2025-06-15,5116.8,NGN
462,10,Kumasi Central,Ghana,2025-06-15,51.27,GHS
463,10,Wakulima Market,Kenya,2025-06-15,530.26,KES
464,10,Kongowea Market,Kenya,2025-06-15,629.81,KES
465,11,Mile 12 Market,Nigeria,2025-06-15,1180.41,NGN
466,11,Wuse Market,Nigeria,2025-06-15,1550.91,NGN
467,11,Bodija Market,Nigeria,2025-06-15,1310.07,NGN
468,11,Makola Market,Ghana,2025-06-15,15.52,GHS
469,11,Kumasi Central,Ghana,2025-06-15,17.8,GHS
470,11,Wakulima Market,Kenya,2025-06-15,149.3,KES
471,11,Kongowea Market,Kenya,2025-06-15,202.64,KES
472,12,Mile 12 Market,Nigeria,2025-06-15,891.71,NGN
473,12,Wuse Market,Nigeria,2025-06-15,947.7,NGN
474,12,Bodija Market,Nigeria,2025-06-15,742.48,NGN
475,12,Makola Market,Ghana,2025-06-15,11.0,GHS
476,12,Kumasi Central,Ghana,2025-06-15,11.54,GHS
477,12,Wakulima Market,Kenya,2025-06-15,114.35,KES
478,12,Kongowea Market,Kenya,2025-06-15,92.3,KES
479,1,Mile 12 Market,Nigeria,2025-07-15,1513.4,NGN
480,1,Wuse Market,Nigeria,2025-07-15,1390.68,NGN
481,1,Makola Market,Ghana,2025-07-15,13.7,GHS
482,1,Kumasi Central,Ghana,2025-07-15,13.65,GHS
483,1,Kongowea Market,Kenya,2025-07-15,158.55,KES
484,2,Mile 12 Market,Nigeria,2025-07-15,2193.58,NGN
485,2,Wuse Market,Nigeria,2025-07-15,2133.02,NGN
486,2,Bodija Market,Nigeria,2025-07-15,2057.97,NGN
487,2,Makola Market,Ghana,2025-07-15,22.0,GHS
488,2,Kumasi Central,Ghana,2025-07-15,24.01,GHS
489,2,Wakulima Market,Kenya,2025-07-15,282.65,KES
490,2,Kongowea Market,Kenya,2025-07-15,264.15,KES
491,3,Mile 12 Market,Nigeria,2025-07-15,629.0,NGN
492,3,Wuse Market,Nigeria,2025-07-15,684.74,NGN
493,3,Bodija Market,Nigeria,2025-07-15,747.85,NGN
494,3,Makola Market,Ghana,2025-07-15,6.95,GHS
495,3,Kumasi Central,Ghana,2025-07-15,8.57,GHS
496,3,Wakulima Market,Kenya,2025-07-15,95.24,KES
497,3,Kongowea Market,Kenya,2025-07-15,89.98,KES
498,4,Mile 12 Market,Nigeria,2025-07-15,1339.24,NGN
499,4,Wuse Market,Nigeria,2025-07-15,1257.2,NGN
500,4,Bodija Market,Nigeria,2025-07-15,1329.23,NGN
501,4,Makola Market,Ghana,2025-07-15,14.14,GHS
502,4,Kumasi Central,Ghana,2025-07-15,13.93,GHS
503,4,Wakulima Market,Kenya,2025-07-15,170.82,KES
504,4,Kongowea Market,Kenya,2025-07-15,147.87,KES
505,5,Mile 12 Market,Nigeria,2025-07-15,550.14,NGN
506,5,Wuse Market,Nigeria,2025-07-15,573.47,NGN
507,5,Bodija Market,Nigeria,2025-07-15,453.25,NGN
508,5,Makola Market,Ghana,2025-07-15,5.79,GHS
509,5,Kumasi Central,Ghana,2025-07-15,6.25,GHS
510,5,Wakulima Market,Kenya,2025-07-15,62.31,KES
511,5,Kongowea Market,Kenya,2025-07-15,62.79,KES
512,6,Mile 12 Market,Nigeria,2025-07-15,1706.88,NGN
513,6,Wuse Market,Nigeria,2025-07-15,1295.83,NGN
514,6,Bodija Market,Nigeria,2025-07-15,1298.3,NGN
515,6,Makola Market,Ghana,2025-07-15,14.64,GHS
516,6,Kumasi Central,Ghana,2025-07-15,16.05,GHS
517,6,Wakulima Market,Kenya,2025-07-15,187.92,KES
518,6,Kongowea Market,Kenya,2025-07-15,162.96,KES
519,7,Mile 12 Market,Nigeria,2025-07-15,981.66,NGN
520,7,Wuse Market,Nigeria,2025-07-15,995.9,NGN
521,7,Bodija Market,Nigeria,2025-07-15,974.73,NGN
522,7,Makola Market,Ghana,2025-07-15,11.51,GHS
523,7,Wakulima Market,Kenya,2025-07-15,146.73,KES
524,7,Kongowea Market,Kenya,2025-07-15,115.8,KES
525,8,Mile 12 Market,Nigeria,2025-07-15,1645.34,NGN
526,8,Wuse Market,Nigeria,2025-07-15,1785.37,NGN
527,8,Bodija Market,Nigeria,2025-07-15,1514.91,NGN
528,8,Makola Market,Ghana,2025-07-15,18.09,GHS
529,8,Kumasi Central,Ghana,2025-07-15,23.36,GHS
530,8,Wakulima Market,Kenya,2025-07-15,202.99,KES
531,8,Kongowea Market,Kenya,2025-07-15,205.63,KES
532,9,Mile 12 Market,Nigeria,2025-07-15,3901.4,NGN
533,9,Wuse Market,Nigeria,2025-07-15,3536.15,NGN
534,9,Bodija Market,Nigeria,2025-07-15,4049.76,NGN
535,9,Makola Market,Ghana,2025-07-15,42.68,GHS
536,9,Kumasi Central,Ghana,2025-07-15,38.62,GHS
537,9,Wakulima Market,Kenya,2025-07-15,488.62,KES
538,9,Kongowea Market,Kenya,2025-07-15,383.98,KES
539,10,Mile 12 Market,Nigeria,2025-07-15,5316.52,NGN
540,10,Wuse Market,Nigeria,2025-07-15,5059.07,NGN
541,10,Bodija Market,Nigeria,2025-07-15,4981.0,NGN
542,10,Makola Market,Ghana,2025-07-15,58.0,GHS
543,10,Kumasi Central,Ghana,2025-07-15,51.78,GHS
544,10,Wakulima Market,Kenya,2025-07-15,674.95,KES
545,10,Kongowea Market,Kenya,2025-07-15,573.02,KES
546,11,Wuse Market,Nigeria,2025-07-15,1479.87,NGN
547,11,Bodija Market,Nigeria,2025-07-15,1428.07,NGN
548,11,Kumasi Central,Ghana,2025-07-15,15.23,GHS
549,11,Kongowea Market,Kenya,2025-07-15,163.11,KES
550,12,Bodija Market,Nigeria,2025-07-15,746.9,NGN
551,12,Makola Market,Ghana,2025-07-15,9.36,GHS
552,12,Kumasi Central,Ghana,2025-07-15,10.19,GHS
553,12,Wakulima Market,Kenya,2025-07-15,110.08,KES
554,12,Kongowea Market,Kenya,2025-07-15,99.88,KES
555,1,Mile 12 Market,Nigeria,2025-08-15,1329.17,NGN
556,1,Wuse Market,Nigeria,2025-08-15,1204.76,NGN
557,1,Bodija Market,Nigeria,2025-08-15,1449.27,NGN
558,1,Makola Market,Ghana,2025-08-15,14.45,GHS
559,1,Kumasi Central,Ghana,2025-08-15,16.09,GHS
560,1,Wakulima Market,Kenya,2025-08-15,182.01,KES
561,1,Kongowea Market,Kenya,2025-08-15,151.47,KES
562,2,Mile 12 Market,Nigeria,2025-08-15,1996.8,NGN
563,2,Wuse Market,Nigeria,2025-08-15,1854.3,NGN
564,2,Bodija Market,Nigeria,2025-08-15,2216.81,NGN
565,2,Makola Market,Ghana,2025-08-15,18.88,GHS
566,2,Kumasi Central,Ghana,2025-08-15,23.7,GHS
567,2,Wakulima Market,Kenya,2025-08-15,215.95,KES
568,2,Kongowea Market,Kenya,2025-08-15,271.4,KES
569,3,Mile 12 Market,Nigeria,2025-08-15,571.38,NGN
570,3,Wuse Market,Nigeria,2025-08-15,681.87,NGN
571,3,Bodija Market,Nigeria,2025-08-15,742.65,NGN
572,3,Makola Market,Ghana,2025-08-15,8.57,GHS
573,3,Kumasi Central,Ghana,2025-08-15,8.66,GHS
574,3,Wakulima Market,Kenya,2025-08-15,77.36,KES
575,3,Kongowea Market,Kenya,2025-08-15,93.71,KES
576,4,Mile 12 Market,Nigeria,2025-08-15,1079.78,NGN
577,4,Wuse Market,Nigeria,2025-08-15,1279.35,NGN
578,4,Bodija Market,Nigeria,2025-08-15,1053.39,NGN
579,4,Makola Market,Ghana,2025-08-15,14.31,GHS
580,4,Kumasi Central,Ghana,2025-08-15,13.31,GHS
581,4,Wakulima Market,Kenya,2025-08-15,126.08,KES
582,4,Kongowea Market,Kenya,2025-08-15,132.85,KES
583,5,Mile 12 Market,Nigeria,2025-08-15,494.84,NGN
584,5,Wuse Market,Nigeria,2025-08-15,500.42,NGN
585,5,Bodija Market,Nigeria,2025-08-15,489.04,NGN
586,5,Makola Market,Ghana,2025-08-15,5.35,GHS
587,5,Kumasi Central,Ghana,2025-08-15,5.2,GHS
588,5,Wakulima Market,Kenya,2025-08-15,53.88,KES
589,5,Kongowea Market,Kenya,2025-08-15,51.51,KES
590,6,Mile 12 Market,Nigeria,2025-08-15,1572.97,NGN
591,6,Bodija Market,Nigeria,2025-08-15,1593.55,NGN
592,6,Makola Market,Ghana,2025-08-15,16.56,GHS
593,6,Kumasi Central,Ghana,2025-08-15,16.88,GHS
594,6,Wakulima Market,Kenya,2025-08-15,189.65,KES
595,6,Kongowea Market,Kenya,2025-08-15,190.79,KES
596,7,Mile 12 Market,Nigeria,2025-08-15,1115.86,NGN
597,7,Wuse Market,Nigeria,2025-08-15,832.86,NGN
598,7,Bodija Market,Nigeria,2025-08-15,902.03,NGN
599,7,Makola Market,Ghana,2025-08-15,11.04,GHS
600,7,Kumasi Central,Ghana,2025-08-15,12.97,GHS
601,7,Wakulima Market,Kenya,2025-08-15,139.56,KES
602,7,Kongowea Market,Kenya,2025-08-15,109.74,KES
603,8,Mile 12 Market,Nigeria,2025-08-15,1898.47,NGN
604,8,Wuse Market,Nigeria,2025-08-15,1493.25,NGN
605,8,Bodija Market,Nigeria,2025-08-15,1554.21,NGN
606,8,Makola Market,Ghana,2025-08-15,17.81,GHS
607,8,Kumasi Central,Ghana,2025-08-15,18.44,GHS
608,8,Wakulima Market,Kenya,2025-08-15,208.79,KES
609,8,Kongowea Market,Kenya,2025-08-15,230.88,KES
610,9,Mile 12 Market,Nigeria,2025-08-15,3033.85,NGN
611,9,Wuse Market,Nigeria,2025-08-15,3712.99,NGN
612,9,Bodija Market,Nigeria,2025-08-15,3702.8,NGN
613,9,Makola Market,Ghana,2025-08-15,38.81,GHS
614,9,Kumasi Central,Ghana,2025-08-15,46.86,GHS
615,9,Wakulima Market,Kenya,2025-08-15,495.13,KES
616,10,Mile 12 Market,Nigeria,2025-08-15,3876.05,NGN
617,10,Wuse Market,Nigeria,2025-08-15,5066.74,NGN
618,10,Bodija Market,Nigeria,2025-08-15,4591.69,NGN
619,10,Makola Market,Ghana,2025-08-15,54.26,GHS
620,10,Kumasi Central,Ghana,2025-08-15,58.62,GHS
621,10,Wakulima Market,Kenya,2025-08-15,622.11,KES
622,10,Kongowea Market,Kenya,2025-08-15,590.28,KES
623,11,Mile 12 Market,Nigeria,2025-08-15,1362.46,NGN
624,11,Wuse Market,Nigeria,2025-08-15,1393.55,NGN
625,11,Bodija Market,Nigeria,2025-08-15,1161.35,NGN
626,11,Makola Market,Ghana,2025-08-15,12.77,GHS
627,11,Kumasi Central,Ghana,2025-08-15,16.18,GHS
628,11,Wakulima Market,Kenya,2025-08-15,166.61,KES
629,11,Kongowea Market,Kenya,2025-08-15,137.58,KES
630,12,Mile 12 Market,Nigeria,2025-08-15,766.68,NGN
631,12,Wuse Market,Nigeria,2025-08-15,814.06,NGN
632,12,Bodija Market,Nigeria,2025-08-15,779.41,NGN
633,12,Makola Market,Ghana,2025-08-15,7.86,GHS
634,12,Kumasi Central,Ghana,2025-08-15,9.32,GHS
635,12,Wakulima Market,Kenya,2025-08-15,99.48,KES
636,12,Kongowea Market,Kenya,2025-08-15,109.05,KES
637,1,Mile 12 Market,Nigeria,2025-09-15,1337.92,NGN
638,1,Wuse Market,Nigeria,2025-09-15,1105.2,NGN
639,1,Bodija Market,Nigeria,2025-09-15,1445.07,NGN
640,1,Makola Market,Ghana,2025-09-15,13.77,GHS
641,1,Kumasi Central,Ghana,2025-09-15,12.69,GHS
642,1,Wakulima Market,Kenya,2025-09-15,155.06,KES
643,1,Kongowea Market,Kenya,2025-09-15,150.32,KES
644,2,Mile 12 Market,Nigeria,2025-09-15,1683.04,NGN
645,2,Wuse Market,Nigeria,2025-09-15,2087.78,NGN
646,2,Bodija Market,Nigeria,2025-09-15,1944.49,NGN
647,2,Makola Market,Ghana,2025-09-15,23.01,GHS
648,2,Kumasi Central,Ghana,2025-09-15,19.37,GHS
649,2,Kongowea Market,Kenya,2025-09-15,253.11,KES
650,3,Mile 12 Market,Nigeria,2025-09-15,645.51,NGN
651,3,Wuse Market,Nigeria,2025-09-15,580.45,NGN
652,3,Bodija Market,Nigeria,2025-09-15,599.08,NGN
653,3,Makola Market,Ghana,2025-09-15,7.72,GHS
654,3,Kumasi Central,Ghana,2025-09-15,6.95,GHS
655,3,Wakulima Market,Kenya,2025-09-15,88.23,KES
656,3,Kongowea Market,Kenya,2025-09-15,88.58,KES
657,4,Mile 12 Market,Nigeria,2025-09-15,1096.0,NGN
658,4,Wuse Market,Nigeria,2025-09-15,1136.64,NGN
659,4,Bodija Market,Nigeria,2025-09-15,1000.43,NGN
660,4,Makola Market,Ghana,2025-09-15,14.46,GHS
661,4,Kumasi Central,Ghana,2025-09-15,15.58,GHS
662,4,Wakulima Market,Kenya,2025-09-15,130.09,KES
663,4,Kongowea Market,Kenya,2025-09-15,145.38,KES
664,5,Wuse Market,Nigeria,2025-09-15,482.43,NGN
665,5,Bodija Market,Nigeria,2025-09-15,436.97,NGN
666,5,Makola Market,Ghana,2025-09-15,5.67,GHS
667,5,Kumasi Central,Ghana,2025-09-15,5.03,GHS
668,5,Wakulima Market,Kenya,2025-09-15,63.35,KES
669,5,Kongowea Market,Kenya,2025-09-15,59.5,KES
670,6,Mile 12 Market,Nigeria,2025-09-15,1230.32,NGN
671,6,Wuse Market,Nigeria,2025-09-15,1465.17,NGN
672,6,Bodija Market,Nigeria,2025-09-15,1197.78,NGN
673,6,Makola Market,Ghana,2025-09-15,16.17,GHS
674,6,Kumasi Central,Ghana,2025-09-15,16.82,GHS
675,6,Wakulima Market,Kenya,2025-09-15,185.98,KES
676,6,Kongowea Market,Kenya,2025-09-15,183.17,KES
677,7,Mile 12 Market,Nigeria,2025-09-15,1026.68,NGN
678,7,Wuse Market,Nigeria,2025-09-15,989.97,NGN
679,7,Bodija Market,Nigeria,2025-09-15,1068.12,NGN
680,7,Makola Market,Ghana,2025-09-15,9.53,GHS
681,7,Kumasi Central,Ghana,2025-09-15,10.27,GHS
682,7,Wakulima Market,Kenya,2025-09-15,120.56,KES
683,7,Kongowea Market,Kenya,2025-09-15,113.67,KES
684,8,Mile 12 Market,Nigeria,2025-09-15,1808.13,NGN
685,8,Wuse Market,Nigeria,2025-09-15,1821.02,NGN
686,8,Bodija Market,Nigeria,2025-09-15,1867.01,NGN
687,8,Makola Market,Ghana,2025-09-15,18.65,GHS
688,8,Kumasi Central,Ghana,2025-09-15,22.04,GHS
689,8,Wakulima Market,Kenya,2025-09-15,190.82,KES
690,9,Mile 12 Market,Nigeria,2025-09-15,3364.68,NGN
691,9,Wuse Market,Nigeria,2025-09-15,3576.3,NGN
692,9,Makola Market,Ghana,2025-09-15,34.91,GHS
693,9,Kumasi Central,Ghana,2025-09-15,35.24,GHS
694,9,Wakulima Market,Kenya,2025-09-15,436.61,KES
695,9,Kongowea Market,Kenya,2025-09-15,427.5,KES
696,10,Mile 12 Market,Nigeria,2025-09-15,4002.34,NGN
697,10,Wuse Market,Nigeria,2025-09-15,4300.34,NGN
698,10,Bodija Market,Nigeria,2025-09-15,4808.89,NGN
699,10,Makola Market,Ghana,2025-09-15,43.34,GHS
700,10,Kumasi Central,Ghana,2025-09-15,44.54,GHS
701,10,Kongowea Market,Kenya,2025-09-15,460.96,KES
702,11,Mile 12 Market,Nigeria,2025-09-15,1259.99,NGN
703,11,Wuse Market,Nigeria,2025-09-15,1168.78,NGN
704,11,Bodija Market,Nigeria,2025-09-15,1416.06,NGN
705,11,Makola Market,Ghana,2025-09-15,14.51,GHS
706,11,Kumasi Central,Ghana,2025-09-15,13.01,GHS
707,11,Wakulima Market,Kenya,2025-09-15,154.12,KES
708,11,Kongowea Market,Kenya,2025-09-15,174.1,KES
709,12,Mile 12 Market,Nigeria,2025-09-15,823.86,NGN
710,12,Wuse Market,Nigeria,2025-09-15,780.89,NGN
711,12,Bodija Market,Nigeria,2025-09-15,767.16,NGN
712,12,Makola Market,Ghana,2025-09-15,8.8,GHS
713,12,Kumasi Central,Ghana,2025-09-15,8.75,GHS
714,12,Wakulima Market,Kenya,2025-09-15,95.02,KES
715,1,Mile 12 Market,Nigeria,2025-10-15,1220.24,NGN
716,1,Wuse Market,Nigeria,2025-10-15,1263.05,NGN
717,1,Bodija Market,Nigeria,2025-10-15,1468.3,NGN
718,1,Makola Market,Ghana,2025-10-15,14.23,GHS
719,1,Kumasi Central,Ghana,2025-10-15,14.0,GHS
720,1,Wakulima Market,Kenya,2025-10-15,169.63,KES
721,1,Kongowea Market,Kenya,2025-10-15,170.03,KES
722,2,Mile 12 Market,Nigeria,2025-10-15,2153.29,NGN
723,2,Wuse Market,Nigeria,2025-10-15,2181.31,NGN
724,2,Bodija Market,Nigeria,2025-10-15,2005.14,NGN
725,2,Kumasi Central,Ghana,2025-10-15,20.11,GHS
726,2,Wakulima Market,Kenya,2025-10-15,204.55,KES
727,2,Kongowea Market,Kenya,2025-10-15,263.34,KES
728,3,Mile 12 Market,Nigeria,2025-10-15,709.64,NGN
729,3,Wuse Market,Nigeria,2025-10-15,561.67,NGN
730,3,Bodija Market,Nigeria,2025-10-15,719.93,NGN
731,3,Makola Market,Ghana,2025-10-15,7.91,GHS
732,3,Kumasi Central,Ghana,2025-10-15,8.4,GHS
733,3,Wakulima Market,Kenya,2025-10-15,70.43,KES
734,3,Kongowea Market,Kenya,2025-10-15,88.22,KES
735,4,Mile 12 Market,Nigeria,2025-10-15,1351.82,NGN
736,4,Wuse Market,Nigeria,2025-10-15,1055.93,NGN
737,4,Bodija Market,Nigeria,2025-10-15,1046.02,NGN
738,4,Makola Market,Ghana,2025-10-15,12.76,GHS
739,4,Kumasi Central,Ghana,2025-10-15,13.9,GHS
740,4,Wakulima Market,Kenya,2025-10-15,168.44,KES
741,4,Kongowea Market,Kenya,2025-10-15,171.11,KES
742,5,Wuse Market,Nigeria,2025-10-15,442.62,NGN
743,5,Bodija Market,Nigeria,2025-10-15,471.88,NGN
744,5,Makola Market,Ghana,2025-10-15,4.83,GHS
745,5,Kumasi Central,Ghana,2025-10-15,5.52,GHS
746,5,Wakulima Market,Kenya,2025-10-15,53.91,KES
747,5,Kongowea Market,Kenya,2025-10-15,62.38,KES
748,6,Mile 12 Market,Nigeria,2025-10-15,1242.63,NGN
749,6,Wuse Market,Nigeria,2025-10-15,1605.01,NGN
750,6,Bodija Market,Nigeria,2025-10-15,1346.48,NGN
751,6,Makola Market,Ghana,2025-10-15,15.14,GHS
752,6,Kumasi Central,Ghana,2025-10-15,13.92,GHS
753,6,Wakulima Market,Kenya,2025-10-15,191.92,KES
754,6,Kongowea Market,Kenya,2025-10-15,179.44,KES
755,7,Wuse Market,Nigeria,2025-10-15,1101.48,NGN
756,7,Bodija Market,Nigeria,2025-10-15,840.77,NGN
757,7,Makola Market,Ghana,2025-10-15,11.23,GHS
758,7,Kumasi Central,Ghana,2025-10-15,10.77,GHS
759,7,Wakulima Market,Kenya,2025-10-15,138.37,KES
760,7,Kongowea Market,Kenya,2025-10-15,108.0,KES
761,8,Mile 12 Market,Nigeria,2025-10-15,1778.38,NGN
762,8,Wuse Market,Nigeria,2025-10-15,1458.71,NGN
763,8,Bodija Market,Nigeria,2025-10-15,1529.92,NGN
764,8,Makola Market,Ghana,2025-10-15,21.75,GHS
765,8,Kumasi Central,Ghana,2025-10-15,22.04,GHS
766,8,Wakulima Market,Kenya,2025-10-15,197.9,KES
767,8,Kongowea Market,Kenya,2025-10-15,215.0,KES
768,9,Mile 12 Market,Nigeria,2025-10-15,3202.09,NGN
769,9,Wuse Market,Nigeria,2025-10-15,3286.86,NGN
770,9,Bodija Market,Nigeria,2025-10-15,3043.32,NGN
771,9,Makola Market,Ghana,2025-10-15,39.57,GHS
772,9,Kumasi Central,Ghana,2025-10-15,40.56,GHS
773,9,Wakulima Market,Kenya,2025-10-15,495.05,KES
774,9,Kongowea Market,Kenya,2025-10-15,439.55,KES
775,10,Mile 12 Market,Nigeria,2025-10-15,4551.89,NGN
776,10,Wuse Market,Nigeria,2025-10-15,4802.05,NGN
777,10,Bodija Market,Nigeria,2025-10-15,3799.58,NGN
778,10,Makola Market,Ghana,2025-10-15,51.19,GHS
779,10,Kumasi Central,Ghana,2025-10-15,59.9,GHS
780,10,Kongowea Market,Kenya,2025-10-15,517.58,KES
781,11,Mile 12 Market,Nigeria,2025-10-15,1173.69,NGN
782,11,Wuse Market,Nigeria,2025-10-15,1075.47,NGN
783,11,Bodija Market,Nigeria,2025-10-15,1207.77,NGN
784,11,Kumasi Central,Ghana,2025-10-15,14.38,GHS
785,11,Wakulima Market,Kenya,2025-10-15,150.74,KES
786,11,Kongowea Market,Kenya,2025-10-15,158.55,KES
787,12,Mile 12 Market,Nigeria,2025-10-15,647.58,NGN
788,12,Wuse Market,Nigeria,2025-10-15,872.6,NGN
789,12,Bodija Market,Nigeria,2025-10-15,827.21,NGN
790,12,Makola Market,Ghana,2025-10-15,9.86,GHS
791,12,Kumasi Central,Ghana,2025-10-15,9.65,GHS
792,12,Wakulima Market,Kenya,2025-10-15,80.82,KES
793,12,Kongowea Market,Kenya,2025-10-15,99.27,KES
794,1,Mile 12 Market,Nigeria,2025-11-15,1500.14,NGN
795,1,Wuse Market,Nigeria,2025-11-15,1486.65,NGN
796,1,Bodija Market,Nigeria,2025-11-15,1397.71,NGN
797,1,Makola Market,Ghana,2025-11-15,18.28,GHS
798,1,Kumasi Central,Ghana,2025-11-15,18.59,GHS
799,1,Wakulima Market,Kenya,2025-11-15,167.49,KES
800,1,Kongowea Market,Kenya,2025-11-15,186.76,KES
801,2,Mile 12 Market,Nigeria,2025-11-15,2303.46,NGN
802,2,Wuse Market,Nigeria,2025-11-15,2324.51,NGN
803,2,Bodija Market,Nigeria,2025-11-15,2269.2,NGN
804,2,Makola Market,Ghana,2025-11-15,24.76,GHS
805,2,Kumasi Central,Ghana,2025-11-15,27.17,GHS
806,2,Wakulima Market,Kenya,2025-11-15,233.83,KES
807,2,Kongowea Market,Kenya,2025-11-15,212.88,KES
808,3,Mile 12 Market,Nigeria,2025-11-15,635.3,NGN
809,3,Wuse Market,Nigeria,2025-11-15,721.13,NGN
810,3,Bodija Market,Nigeria,2025-11-15,578.04,NGN
811,3,Makola Market,Ghana,2025-11-15,8.43,GHS
812,3,Kumasi Central,Ghana,2025-11-15,8.92,GHS
813,3,Wakulima Market,Kenya,2025-11-15,72.39,KES
814,4,Wuse Market,Nigeria,2025-11-15,1315.81,NGN
815,4,Bodija Market,Nigeria,2025-11-15,1221.99,NGN
816,4,Makola Market,Ghana,2025-11-15,12.68,GHS
817,4,Kumasi Central,Ghana,2025-11-15,14.94,GHS
818,4,Wakulima Market,Kenya,2025-11-15,154.38,KES
819,4,Kongowea Market,Kenya,2025-11-15,172.1,KES
820,5,Mile 12 Market,Nigeria,2025-11-15,514.36,NGN
821,5,Wuse Market,Nigeria,2025-11-15,460.69,NGN
822,5,Bodija Market,Nigeria,2025-11-15,541.34,NGN
823,5,Makola Market,Ghana,2025-11-15,6.31,GHS
824,5,Kumasi Central,Ghana,2025-11-15,6.02,GHS
825,5,Wakulima Market,Kenya,2025-11-15,60.58,KES
826,5,Kongowea Market,Kenya,2025-11-15,58.71,KES
827,6,Mile 12 Market,Nigeria,2025-11-15,1726.47,NGN
828,6,Wuse Market,Nigeria,2025-11-15,1254.24,NGN
829,6,Bodija Market,Nigeria,2025-11-15,1657.48,NGN
830,6,Makola Market,Ghana,2025-11-15,14.79,GHS
831,6,Kumasi Central,Ghana,2025-11-15,15.16,GHS
832,6,Wakulima Market,Kenya,2025-11-15,162.65,KES
833,6,Kongowea Market,Kenya,2025-11-15,168.15,KES
834,7,Mile 12 Market,Nigeria,2025-11-15,1140.69,NGN
835,7,Wuse Market,Nigeria,2025-11-15,886.84,NGN
836,7,Bodija Market,Nigeria,2025-11-15,957.76,NGN
837,7,Kumasi Central,Ghana,2025-11-15,11.48,GHS
838,7,Wakulima Market,Kenya,2025-11-15,145.45,KES
839,7,Kongowea Market,Kenya,2025-11-15,147.33,KES
840,8,Mile 12 Market,Nigeria,2025-11-15,1504.12,NGN
841,8,Wuse Market,Nigeria,2025-11-15,1653.97,NGN
842,8,Bodija Market,Nigeria,2025-11-15,1827.26,NGN
843,8,Makola Market,Ghana,2025-11-15,18.76,GHS
844,8,Kumasi Central,Ghana,2025-11-15,22.16,GHS
845,8,Wakulima Market,Kenya,2025-11-15,242.27,KES
846,8,Kongowea Market,Kenya,2025-11-15,253.56,KES
847,9,Mile 12 Market,Nigeria,2025-11-15,3762.24,NGN
848,9,Wuse Market,Nigeria,2025-11-15,3246.92,NGN
849,9,Bodija Market,Nigeria,2025-11-15,3841.48,NGN
850,9,Makola Market,Ghana,2025-11-15,49.12,GHS
851,9,Kumasi Central,Ghana,2025-11-15,43.65,GHS
852,9,Wakulima Market,Kenya,2025-11-15,477.37,KES
853,9,Kongowea Market,Kenya,2025-11-15,463.77,KES
854,10,Mile 12 Market,Nigeria,2025-11-15,5271.8,NGN
855,10,Wuse Market,Nigeria,2025-11-15,4857.63,NGN
856,10,Bodija Market,Nigeria,2025-11-15,4725.21,NGN
857,10,Makola Market,Ghana,2025-11-15,49.34,GHS
858,10,Kumasi Central,Ghana,2025-11-15,62.08,GHS
859,10,Wakulima Market,Kenya,2025-11-15,643.81,KES
860,10,Kongowea Market,Kenya,2025-11-15,535.43,KES
861,11,Mile 12 Market,Nigeria,2025-11-15,1518.88,NGN
862,11,Wuse Market,Nigeria,2025-11-15,1293.12,NGN
863,11,Bodija Market,Nigeria,2025-11-15,1278.1,NGN
864,11,Makola Market,Ghana,2025-11-15,15.66,GHS
865,11,Kumasi Central,Ghana,2025-11-15,14.67,GHS
866,11,Wakulima Market,Kenya,2025-11-15,150.15,KES
867,11,Kongowea Market,Kenya,2025-11-15,150.12,KES
868,12,Mile 12 Market,Nigeria,2025-11-15,928.27,NGN
869,12,Wuse Market,Nigeria,2025-11-15,734.98,NGN
870,12,Bodija Market,Nigeria,2025-11-15,846.81,NGN
