weather_id,country,state,reading_date,rainfall_mm,avg_temp_c,humidity_pct
436,Ghana,Ashanti,2026-02-13,0.0,25.1,61.3
437,Ghana,Greater Accra,2026-02-13,0.0,31.2,63.3
438,Kenya,Nakuru,2026-02-13,2.8,22.0,60.7
439,Kenya,Kiambu,2026-02-13,0.6,21.6,50.7
440,Kenya,Kisumu,2026-02-13,0.0,27.7,51.4
441,Nigeria,Kaduna,2026-02-14,5.0,25.8,65.2
442,Nigeria,Kano,2026-02-14,6.0,27.8,77.2
443,Nigeria,Rivers,2026-02-14,7.7,25.6,69.9
444,Nigeria,Benue,2026-02-14,0.0,31.6,56.9
445,Nigeria,Oyo,2026-02-14,12.4,31.8,76.8
446,Ghana,Ashanti,2026-02-14,4.3,26.7,62.6
447,Ghana,Greater Accra,2026-02-14,0.9,24.8,62.5
448,Kenya,Nakuru,2026-02-14,1.5,24.5,51.5
449,Kenya,Kiambu,2026-02-14,0.0,23.0,55.1
450,Kenya,Kisumu,2026-02-14,1.2,22.7,60.7
451,Nigeria,Kaduna,2026-02-15,0.0,27.9,61.4
452,Nigeria,Kano,2026-02-15,4.4,29.7,73.1
453,Nigeria,Rivers,2026-02-15,1.7,29.1,63.0
454,Nigeria,Benue,2026-02-15,0.0,29.4,60.5
455,Nigeria,Oyo,2026-02-15,0.0,26.2,61.8
456,Ghana,Ashanti,2026-02-15,1.0,26.6,62.1
457,Ghana,Greater Accra,2026-02-15,0.8,25.2,62.6
458,Kenya,Nakuru,2026-02-15,0.0,21.6,58.1
459,Kenya,Kiambu,2026-02-15,1.0,20.4,49.6
460,Kenya,Kisumu,2026-02-15,4.3,21.1,64.4
461,Nigeria,Kaduna,2026-02-16,4.0,32.1,63.9
462,Nigeria,Kano,2026-02-16,8.2,29.5,83.7
463,Nigeria,Rivers,2026-02-16,4.5,26.3,58.0
464,Nigeria,Benue,2026-02-16,13.4,30.8,92.0
465,Nigeria,Oyo,2026-02-16,3.2,26.3,66.5
466,Ghana,Ashanti,2026-02-16,10.2,24.9,82.5
467,Ghana,Greater Accra,2026-02-16,2.9,29.8,60.3
468,Kenya,Nakuru,2026-02-16,0.0,23.8,64.2
469,Kenya,Kiambu,2026-02-16,0.0,27.2,60.4
470,Kenya,Kisumu,2026-02-16,0.0,25.1,52.9
471,Nigeria,Kaduna,2026-02-17,4.9,30.7,67.6
472,Nigeria,Kano,2026-02-17,6.5,27.2,72.7
473,Nigeria,Rivers,2026-02-17,3.8,25.2,64.4
474,Nigeria,Benue,2026-02-17,0.0,27.6,56.2
475,Nigeria,Oyo,2026-02-17,0.0,28.2,64.1
476,Ghana,Ashanti,2026-02-17,1.5,26.4,66.1
477,Ghana,Greater Accra,2026-02-17,3.3,25.8,68.6
478,Kenya,Nakuru,2026-02-17,2.9,27.0,58.2
479,Kenya,Kiambu,2026-02-17,9.1,25.6,76.9
480,Kenya,Kisumu,2026-02-17,0.0,23.3,54.2
481,Nigeria,Kaduna,2026-02-18,0.0,26.9,58.2
482,Nigeria,Kano,2026-02-18,0.1,32.6,59.2
483,Nigeria,Rivers,2026-02-18,2.9,25.5,61.0
484,Nigeria,Benue,2026-02-18,0.0,28.5,54.5
485,Nigeria,Oyo,2026-02-18,5.1,28.0,64.2
486,Ghana,Ashanti,2026-02-18,1.0,27.9,67.3
487,Ghana,Greater Accra,2026-02-18,5.1,25.7,66.5
488,Kenya,Nakuru,2026-02-18,0.0,21.9,51.4
489,Kenya,Kiambu,2026-02-18,2.7,24.8,63.9
490,Kenya,Kisumu,2026-02-18,0.0,26.8,48.8
491,Nigeria,Kaduna,2026-02-19,7.2,26.2,71.2
492,Nigeria,Kano,2026-02-19,4.7,32.2,74.7
493,Nigeria,Rivers,2026-02-19,3.2,26.2,55.2
494,Nigeria,Benue,2026-02-19,0.0,28.8,47.6
495,Nigeria,Oyo,2026-02-19,0.0,30.4,63.5
496,Ghana,Ashanti,2026-02-19,8.9,29.6,79.6
497,Ghana,Greater Accra,2026-02-19,3.5,26.5,57.0
498,Kenya,Nakuru,2026-02-19,2.8,28.0,54.8
499,Kenya,Kiambu,2026-02-19,1.6,27.4,64.8
500,Kenya,Kisumu,2026-02-19,1.5,27.2,65.3
501,Nigeria,Kaduna,2026-02-20,0.0,27.3,62.1
502,Nigeria,Kano,2026-02-20,1.7,25.6,61.9
503,Nigeria,Rivers,2026-02-20,4.4,31.8,59.9
504,Nigeria,Benue,2026-02-20,4.9,31.2,67.6
505,Nigeria,Oyo,2026-02-20,0.0,27.3,54.1
506,Ghana,Ashanti,2026-02-20,1.6,26.7,53.5
507,Ghana,Greater Accra,2026-02-20,0.0,31.6,52.5
508,Kenya,Nakuru,2026-02-20,2.3,25.2,66.8
509,Kenya,Kiambu,2026-02-20,0.0,26.4,62.2
510,Kenya,Kisumu,2026-02-20,6.1,25.3,64.7
511,Nigeria,Kaduna,2026-02-21,0.0,25.3,48.1
512,Nigeria,Kano,2026-02-21,3.0,32.0,56.6
513,Nigeria,Rivers,2026-02-21,3.6,30.8,60.3
514,Nigeria,Benue,2026-02-21,1.5,27.7,56.2
515,Nigeria,Oyo,2026-02-21,1.8,28.3,67.9
516,Ghana,Ashanti,2026-02-21,6.1,29.3,73.1
517,Ghana,Greater Accra,2026-02-21,1.1,29.7,65.6
518,Kenya,Nakuru,2026-02-21,0.0,25.2,53.6
519,Kenya,Kiambu,2026-02-21,0.0,20.4,62.1
520,Kenya,Kisumu,2026-02-21,3.8,26.4,62.8
521,Nigeria,Kaduna,2026-02-22,3.2,32.7,68.5
522,Nigeria,Kano,2026-02-22,0.0,31.9,55.1
523,Nigeria,Rivers,2026-02-22,4.2,30.7,68.4
524,Nigeria,Benue,2026-02-22,0.0,32.7,60.5
525,Nigeria,Oyo,2026-02-22,3.2,32.0,57.4
526,Ghana,Ashanti,2026-02-22,0.0,26.0,48.7
527,Ghana,Greater Accra,2026-02-22,4.1,24.3,58.9
528,Kenya,Nakuru,2026-02-22,0.0,24.1,55.9
529,Kenya,Kiambu,2026-02-22,1.0,21.4,50.1
530,Kenya,Kisumu,2026-02-22,4.1,20.1,63.0
531,Nigeria,Kaduna,2026-02-23,0.0,27.7,48.9
532,Nigeria,Kano,2026-02-23,6.1,31.2,78.5
533,Nigeria,Rivers,2026-02-23,2.2,30.4,67.4
534,Nigeria,Benue,2026-02-23,3.7,31.0,60.3
535,Nigeria,Oyo,2026-02-23,0.0,29.7,63.7
536,Ghana,Ashanti,2026-02-23,4.6,25.6,71.5
537,Ghana,Greater Accra,2026-02-23,1.4,31.7,60.8
538,Kenya,Nakuru,2026-02-23,0.4,22.3,65.8
539,Kenya,Kiambu,2026-02-23,0.0,20.1,57.6
540,Kenya,Kisumu,2026-02-23,2.4,27.7,53.6
541,Nigeria,Kaduna,2026-02-24,3.5,28.7,71.0
542,Nigeria,Kano,2026-02-24,0.0,29.6,63.6
543,Nigeria,Rivers,2026-02-24,2.9,27.1,69.8
544,Nigeria,Benue,2026-02-24,0.0,31.8,61.7
545,Nigeria,Oyo,2026-02-24,0.0,28.2,47.1
546,Ghana,Ashanti,2026-02-24,0.0,25.8,51.0
547,Ghana,Greater Accra,2026-02-24,2.8,24.0,54.3
548,Kenya,Nakuru,2026-02-24,0.0,20.6,61.5
549,Kenya,Kiambu,2026-02-24,0.0,27.5,47.3
550,Kenya,Kisumu,2026-02-24,0.0,26.9,60.2
551,Nigeria,Kaduna,2026-02-25,2.2,31.2,64.1
552,Nigeria,Kano,2026-02-25,0.0,29.0,57.4
553,Nigeria,Rivers,2026-02-25,0.0,31.2,62.4
554,Nigeria,Benue,2026-02-25,0.4,32.4,55.0
555,Nigeria,Oyo,2026-02-25,1.1,30.2,49.8
556,Ghana,Ashanti,2026-02-25,0.0,27.4,52.9
557,Ghana,Greater Accra,2026-02-25,1.6,24.8,67.5
558,Kenya,Nakuru,2026-02-25,6.1,25.8,64.0
559,Kenya,Kiambu,2026-02-25,0.7,21.3,56.3
560,Kenya,Kisumu,2026-02-25,4.5,25.8,63.8
561,Nigeria,Kaduna,2026-02-26,1.8,33.0,63.6
562,Nigeria,Kano,2026-02-26,0.0,30.1,48.4
563,Nigeria,Rivers,2026-02-26,2.6,32.5,70.2
564,Nigeria,Benue,2026-02-26,3.2,25.5,68.2
565,Nigeria,Oyo,2026-02-26,1.7,26.4,64.6
566,Ghana,Ashanti,2026-02-26,0.0,26.7,56.0
567,Ghana,Greater Accra,2026-02-26,4.0,28.1,64.9
568,Kenya,Nakuru,2026-02-26,0.0,24.9,61.1
569,Kenya,Kiambu,2026-02-26,0.4,21.4,62.5
570,Kenya,Kisumu,2026-02-26,2.9,24.4,58.1
571,Nigeria,Kaduna,2026-02-27,10.3,31.4,85.0
572,Nigeria,Kano,2026-02-27,2.5,25.7,53.9
573,Nigeria,Rivers,2026-02-27,2.9,31.5,63.4
574,Nigeria,Benue,2026-02-27,3.4,28.8,71.4
575,Nigeria,Oyo,2026-02-27,0.8,31.8,63.2
576,Ghana,Ashanti,2026-02-27,0.8,27.5,63.3
577,Ghana,Greater Accra,2026-02-27,2.2,25.3,63.1
578,Kenya,Nakuru,2026-02-27,0.0,23.9,57.6
579,Kenya,Kiambu,2026-02-27,0.0,26.0,62.0
580,Kenya,Kisumu,2026-02-27,0.0,27.5,61.1
581,Nigeria,Kaduna,2026-02-28,0.0,27.6,53.6
582,Nigeria,Kano,2026-02-28,0.0,32.2,47.7
583,Nigeria,Rivers,2026-02-28,3.5,25.1,67.0
584,Nigeria,Benue,2026-02-28,6.3,28.0,67.6
585,Nigeria,Oyo,2026-02-28,1.5,27.5,58.8
586,Ghana,Ashanti,2026-02-28,1.0,25.1,51.1
587,Ghana,Greater Accra,2026-02-28,0.0,28.7,55.5
588,Kenya,Nakuru,2026-02-28,0.6,24.4,58.4
589,Kenya,Kiambu,2026-02-28,1.6,26.5,64.9
590,Kenya,Kisumu,2026-02-28,0.0,25.1,51.4
591,Nigeria,Kaduna,2026-03-01,0.0,25.3,48.9
592,Nigeria,Kano,2026-03-01,0.5,32.5,60.2
593,Nigeria,Rivers,2026-03-01,7.7,31.5,82.6
594,Nigeria,Benue,2026-03-01,1.4,27.2,65.6
595,Nigeria,Oyo,2026-03-01,12.3,27.9,84.3
596,Ghana,Ashanti,2026-03-01,0.2,29.9,54.8
597,Ghana,Greater Accra,2026-03-01,4.7,25.5,59.6
598,Kenya,Nakuru,2026-03-01,2.0,21.1,61.1
599,Kenya,Kiambu,2026-03-01,0.0,20.9,64.6
600,Kenya,Kisumu,2026-03-01,0.4,26.1,53.7
601,Nigeria,Kaduna,2026-03-02,5.2,29.7,60.5
602,Nigeria,Kano,2026-03-02,5.2,25.4,64.5
603,Nigeria,Rivers,2026-03-02,1.9,32.3,52.9
604,Nigeria,Benue,2026-03-02,0.0,30.7,63.8
605,Nigeria,Oyo,2026-03-02,4.9,32.3,70.2
606,Ghana,Ashanti,2026-03-02,0.0,24.8,54.3
607,Ghana,Greater Accra,2026-03-02,4.6,31.0,59.3
608,Kenya,Nakuru,2026-03-02,0.0,22.7,60.4
609,Kenya,Kiambu,2026-03-02,2.7,27.6,53.2
610,Kenya,Kisumu,2026-03-02,2.8,27.1,54.3
611,Nigeria,Kaduna,2026-03-03,3.0,25.9,56.7
612,Nigeria,Kano,2026-03-03,0.0,32.5,63.1
613,Nigeria,Rivers,2026-03-03,1.6,26.5,67.1
614,Nigeria,Benue,2026-03-03,5.1,30.6,60.6
615,Nigeria,Oyo,2026-03-03,3.2,30.8,56.7
616,Ghana,Ashanti,2026-03-03,0.0,29.9,61.8
617,Ghana,Greater Accra,2026-03-03,0.3,27.3,59.9
618,Kenya,Nakuru,2026-03-03,0.0,27.0,57.4
619,Kenya,Kiambu,2026-03-03,0.5,23.9,52.5
620,Kenya,Kisumu,2026-03-03,0.0,23.4,58.0
621,Nigeria,Kaduna,2026-03-04,0.0,27.3,49.5
622,Nigeria,Kano,2026-03-04,6.3,32.8,68.9
623,Nigeria,Rivers,2026-03-04,0.0,29.9,63.0
624,Nigeria,Benue,2026-03-04,0.0,30.7,51.6
625,Nigeria,Oyo,2026-03-04,1.3,25.9,60.7
626,Ghana,Ashanti,2026-03-04,1.4,30.0,62.6
627,Ghana,Greater Accra,2026-03-04,0.0,28.6,64.4
628,Kenya,Nakuru,2026-03-04,0.0,22.0,59.8
629,Kenya,Kiambu,2026-03-04,1.9,20.4,52.6
630,Kenya,Kisumu,2026-03-04,4.5,23.2,74.8
631,Nigeria,Kaduna,2026-03-05,1.2,25.0,53.5
632,Nigeria,Kano,2026-03-05,3.4,25.9,67.4
633,Nigeria,Rivers,2026-03-05,0.0,28.6,49.6
634,Nigeria,Benue,2026-03-05,3.4,30.2,57.0
635,Nigeria,Oyo,2026-03-05,0.0,28.0,56.3
636,Ghana,Ashanti,2026-03-05,9.6,26.2,81.0
637,Ghana,Greater Accra,2026-03-05,2.9,27.1,57.1
638,Kenya,Nakuru,2026-03-05,0.0,25.3,64.0
639,Kenya,Kiambu,2026-03-05,1.7,22.2,51.8
640,Kenya,Kisumu,2026-03-05,6.1,20.0,69.4
641,Nigeria,Kaduna,2026-03-06,9.3,25.5,76.6
642,Nigeria,Kano,2026-03-06,4.7,27.3,65.1
643,Nigeria,Rivers,2026-03-06,3.1,27.2,61.8
644,Nigeria,Benue,2026-03-06,0.0,25.1,61.2
645,Nigeria,Oyo,2026-03-06,0.0,27.8,58.6
646,Ghana,Ashanti,2026-03-06,0.5,27.6,60.6
647,Ghana,Greater Accra,2026-03-06,0.8,27.1,51.7
648,Kenya,Nakuru,2026-03-06,6.0,21.8,77.1
649,Kenya,Kiambu,2026-03-06,4.4,23.9,61.1
650,Kenya,Kisumu,2026-03-06,1.8,27.6,60.3
651,Nigeria,Kaduna,2026-03-07,3.3,30.8,63.9
652,Nigeria,Kano,2026-03-07,0.7,30.5,53.6
653,Nigeria,Rivers,2026-03-07,0.0,31.0,47.4
654,Nigeria,Benue,2026-03-07,0.0,29.5,62.9
655,Nigeria,Oyo,2026-03-07,1.7,31.5,64.5
656,Ghana,Ashanti,2026-03-07,4.8,29.3,67.9
657,Ghana,Greater Accra,2026-03-07,0.0,28.2,50.3
658,Kenya,Nakuru,2026-03-07,0.0,24.0,56.5
659,Kenya,Kiambu,2026-03-07,2.0,26.1,65.4
660,Kenya,Kisumu,2026-03-07,2.1,23.4,58.1
661,Nigeria,Kaduna,2026-03-08,0.0,30.9,60.0
662,Nigeria,Kano,2026-03-08,1.8,28.4,63.7
663,Nigeria,Rivers,2026-03-08,1.1,28.2,64.8
664,Nigeria,Benue,2026-03-08,4.1,29.8,66.7
665,Nigeria,Oyo,2026-03-08,5.2,26.6,63.4
666,Ghana,Ashanti,2026-03-08,4.1,24.4,62.4
667,Ghana,Greater Accra,2026-03-08,0.0,26.7,51.1
668,Kenya,Nakuru,2026-03-08,2.0,27.7,52.0
669,Kenya,Kiambu,2026-03-08,6.1,21.1,68.4
670,Kenya,Kisumu,2026-03-08,3.9,20.4,64.3
671,Nigeria,Kaduna,2026-03-09,0.0,25.8,64.8
672,Nigeria,Kano,2026-03-09,0.1,29.4,60.1
673,Nigeria,Rivers,2026-03-09,2.0,28.0,52.3
674,Nigeria,Benue,2026-03-09,4.2,25.1,67.3
675,Nigeria,Oyo,2026-03-09,3.9,29.7,64.0
676,Ghana,Ashanti,2026-03-09,3.7,25.7,61.7
677,Ghana,Greater Accra,2026-03-09,1.7,30.4,65.1
678,Kenya,Nakuru,2026-03-09,3.5,24.3,66.4
679,Kenya,Kiambu,2026-03-09,1.6,25.5,60.4
680,Kenya,Kisumu,2026-03-09,0.3,25.3,60.2
681,Nigeria,Kaduna,2026-03-10,9.2,31.5,72.0
682,Nigeria,Kano,2026-03-10,1.8,28.3,57.1
683,Nigeria,Rivers,2026-03-10,6.0,32.4,65.8
684,Nigeria,Benue,2026-03-10,4.3,28.4,63.2
685,Nigeria,Oyo,2026-03-10,0.0,30.6,47.5
686,Ghana,Ashanti,2026-03-10,4.9,24.8,69.6
687,Ghana,Greater Accra,2026-03-10,4.7,25.4,60.6
688,Kenya,Nakuru,2026-03-10,1.9,25.9,64.6
689,Kenya,Kiambu,2026-03-10,2.4,21.1,60.8
690,Kenya,Kisumu,2026-03-10,4.1,25.3,60.5
691,Nigeria,Kaduna,2026-03-11,2.8,32.3,57.2
692,Nigeria,Kano,2026-03-11,3.0,30.0,69.7
693,Nigeria,Rivers,2026-03-11,0.0,26.2,48.1
694,Nigeria,Benue,2026-03-11,7.3,32.2,72.3
695,Nigeria,Oyo,2026-03-11,5.4,29.3,71.7
696,Ghana,Ashanti,2026-03-11,1.7,31.1,52.8
697,Ghana,Greater Accra,2026-03-11,1.7,25.2,53.0
698,Kenya,Nakuru,2026-03-11,0.0,21.8,61.6
699,Kenya,Kiambu,2026-03-11,1.0,24.4,61.5
700,Kenya,Kisumu,2026-03-11,6.3,27.6,78.3
701,Nigeria,Kaduna,2026-03-12,8.7,32.9,82.9
702,Nigeria,Kano,2026-03-12,0.0,26.3,64.9
703,Nigeria,Rivers,2026-03-12,0.0,32.6,54.6
704,Nigeria,Benue,2026-03-12,0.4,29.9,62.3
705,Nigeria,Oyo,2026-03-12,0.9,26.7,62.3
706,Ghana,Ashanti,2026-03-12,4.6,30.2,57.8
707,Ghana,Greater Accra,2026-03-12,0.0,28.3,63.7
708,Kenya,Nakuru,2026-03-12,3.7,27.0,57.5
709,Kenya,Kiambu,2026-03-12,0.0,21.8,59.6
710,Kenya,Kisumu,2026-03-12,0.0,27.6,49.0
711,Nigeria,Kaduna,2026-03-13,0.0,29.6,60.3
712,Nigeria,Kano,2026-03-13,2.6,26.1,62.4
713,Nigeria,Rivers,2026-03-13,0.0,26.0,63.3
714,Nigeria,Benue,2026-03-13,0.8,29.1,59.8
715,Nigeria,Oyo,2026-03-13,3.7,29.4,61.7
716,Ghana,Ashanti,2026-03-13,0.0,28.3,51.7
717,Ghana,Greater Accra,2026-03-13,0.4,25.4,55.7
718,Kenya,Nakuru,2026-03-13,3.4,26.8,58.5
719,Kenya,Kiambu,2026-03-13,2.4,25.1,61.9
720,Kenya,Kisumu,2026-03-13,0.0,25.0,48.3
721,Nigeria,Kaduna,2026-03-14,0.6,30.9,54.1
722,Nigeria,Kano,2026-03-14,0.0,26.3,52.0
723,Nigeria,Rivers,2026-03-14,2.1,31.1,65.8
724,Nigeria,Benue,2026-03-14,0.7,31.2,61.0
725,Nigeria,Oyo,2026-03-14,5.7,25.7,63.0
726,Ghana,Ashanti,2026-03-14,0.0,29.9,58.5
727,Ghana,Greater Accra,2026-03-14,6.8,27.8,77.2
728,Kenya,Nakuru,2026-03-14,4.5,23.5,73.4
729,Kenya,Kiambu,2026-03-14,0.7,25.0,66.0
730,Kenya,Kisumu,2026-03-14,0.4,20.2,50.6
731,Nigeria,Kaduna,2026-03-15,0.0,25.9,63.5
732,Nigeria,Kano,2026-03-15,4.6,30.2,71.1
733,Nigeria,Rivers,2026-03-15,1.4,31.5,61.0
734,Nigeria,Benue,2026-03-15,3.2,29.6,62.9
735,Nigeria,Oyo,2026-03-15,0.0,25.6,50.2
736,Ghana,Ashanti,2026-03-15,2.0,30.1,60.6
737,Ghana,Greater Accra,2026-03-15,2.3,27.8,61.5
738,Kenya,Nakuru,2026-03-15,0.0,23.7,47.8
739,Kenya,Kiambu,2026-03-15,7.1,27.1,70.2
740,Kenya,Kisumu,2026-03-15,3.3,25.1,56.1
741,Nigeria,Kaduna,2026-03-16,1.0,26.2,56.0
742,Nigeria,Kano,2026-03-16,0.0,26.0,54.4
743,Nigeria,Rivers,2026-03-16,2.9,32.9,60.4
744,Nigeria,Benue,2026-03-16,0.0,25.4,52.6
745,Nigeria,Oyo,2026-03-16,4.0,30.8,66.2
746,Ghana,Ashanti,2026-03-16,6.1,24.3,69.5
747,Ghana,Greater Accra,2026-03-16,0.0,28.8,58.1
748,Kenya,Nakuru,2026-03-16,3.1,23.7,60.6
749,Kenya,Kiambu,2026-03-16,8.4,26.2,83.4
750,Kenya,Kisumu,2026-03-16,1.4,26.8,59.8
751,Nigeria,Kaduna,2026-03-17,2.5,31.4,69.4
752,Nigeria,Kano,2026-03-17,2.5,31.9,57.3
753,Nigeria,Rivers,2026-03-17,0.0,32.3,60.3
754,Nigeria,Benue,2026-03-17,0.0,27.1,60.2
755,Nigeria,Oyo,2026-03-17,7.1,29.4,71.8
756,Ghana,Ashanti,2026-03-17,0.1,31.0,51.8
757,Ghana,Greater Accra,2026-03-17,3.7,25.5,67.2
758,Kenya,Nakuru,2026-03-17,7.5,23.2,68.6
759,Kenya,Kiambu,2026-03-17,0.5,23.2,60.3
760,Kenya,Kisumu,2026-03-17,0.0,25.8,56.4
761,Nigeria,Kaduna,2026-03-18,0.0,27.5,52.4
762,Nigeria,Kano,2026-03-18,0.0,25.2,62.8
763,Nigeria,Rivers,2026-03-18,1.6,30.8,65.9
764,Nigeria,Benue,2026-03-18,0.0,28.4,48.9
765,Nigeria,Oyo,2026-03-18,4.5,28.7,58.0
766,Ghana,Ashanti,2026-03-18,0.8,27.1,65.8
767,Ghana,Greater Accra,2026-03-18,0.0,31.6,53.7
768,Kenya,Nakuru,2026-03-18,0.0,22.3,62.7
769,Kenya,Kiambu,2026-03-18,4.2,25.8,63.4
770,Kenya,Kisumu,2026-03-18,8.0,24.3,68.8
771,Nigeria,Kaduna,2026-03-19,4.4,30.8,69.1
772,Nigeria,Kano,2026-03-19,9.0,28.8,73.2
773,Nigeria,Rivers,2026-03-19,3.6,29.1,72.5
774,Nigeria,Benue,2026-03-19,0.0,29.2,63.5
775,Nigeria,Oyo,2026-03-19,4.3,25.9,61.3
776,Ghana,Ashanti,2026-03-19,1.9,29.6,60.7
777,Ghana,Greater Accra,2026-03-19,3.1,29.8,56.4
778,Kenya,Nakuru,2026-03-19,0.0,24.9,59.5
779,Kenya,Kiambu,2026-03-19,0.0,22.3,58.5
780,Kenya,Kisumu,2026-03-19,0.0,27.9,52.2
781,Nigeria,Kaduna,2026-03-20,2.3,32.8,67.1
782,Nigeria,Kano,2026-03-20,4.2,26.6,66.1
783,Nigeria,Rivers,2026-03-20,0.0,26.0,60.1
784,Nigeria,Benue,2026-03-20,0.0,31.5,61.5
785,Nigeria,Oyo,2026-03-20,6.8,28.6,71.1
786,Ghana,Ashanti,2026-03-20,4.9,31.0,60.5
787,Ghana,Greater Accra,2026-03-20,11.9,25.9,76.0
788,Kenya,Nakuru,2026-03-20,4.8,25.4,66.8
789,Kenya,Kiambu,2026-03-20,5.3,28.0,59.9
790,Kenya,Kisumu,2026-03-20,5.8,23.3,61.0
791,Nigeria,Kaduna,2026-03-21,3.0,31.0,67.6
792,Nigeria,Kano,2026-03-21,2.3,29.0,69.5
793,Nigeria,Rivers,2026-03-21,3.3,32.7,70.0
794,Nigeria,Benue,2026-03-21,1.4,31.2,63.2
795,Nigeria,Oyo,2026-03-21,1.0,32.3,53.0
796,Ghana,Ashanti,2026-03-21,1.4,24.2,64.9
797,Ghana,Greater Accra,2026-03-21,0.0,27.3,56.9
798,Kenya,Nakuru,2026-03-21,0.0,26.7,56.4
799,Kenya,Kiambu,2026-03-21,7.6,22.7,75.9
800,Kenya,Kisumu,2026-03-21,2.0,24.0,64.7
801,Nigeria,Kaduna,2026-03-22,3.9,32.7,72.3
802,Nigeria,Kano,2026-03-22,0.0,32.3,62.9
803,Nigeria,Rivers,2026-03-22,0.0,29.9,53.2
804,Nigeria,Benue,2026-03-22,0.0,32.1,48.4
805,Nigeria,Oyo,2026-03-22,0.0,32.0,58.5
806,Ghana,Ashanti,2026-03-22,0.0,28.6,49.0
807,Ghana,Greater Accra,2026-03-22,0.7,28.2,54.9
808,Kenya,Nakuru,2026-03-22,4.3,20.2,59.4
809,Kenya,Kiambu,2026-03-22,4.1,26.5,59.3
810,Kenya,Kisumu,2026-03-22,1.4,21.7,61.2
811,Nigeria,Kaduna,2026-03-23,3.3,27.2,60.6
812,Nigeria,Kano,2026-03-23,3.9,25.6,60.5
813,Nigeria,Rivers,2026-03-23,7.9,30.8,67.6
814,Nigeria,Benue,2026-03-23,3.0,29.3,70.8
815,Nigeria,Oyo,2026-03-23,5.2,25.2,73.2
816,Ghana,Ashanti,2026-03-23,2.5,25.9,69.6
817,Ghana,Greater Accra,2026-03-23,0.0,30.0,56.3
818,Kenya,Nakuru,2026-03-23,6.0,20.8,74.3
819,Kenya,Kiambu,2026-03-23,0.0,27.5,64.0
820,Kenya,Kisumu,2026-03-23,5.0,27.0,59.4
821,Nigeria,Kaduna,2026-03-24,4.3,28.2,67.9
822,Nigeria,Kano,2026-03-24,0.0,31.5,60.7
823,Nigeria,Rivers,2026-03-24,0.0,25.6,63.9
824,Nigeria,Benue,2026-03-24,5.5,26.7,76.8
825,Nigeria,Oyo,2026-03-24,1.8,27.7,52.2
826,Ghana,Ashanti,2026-03-24,0.0,27.4,56.9
827,Ghana,Greater Accra,2026-03-24,0.0,29.0,55.7
828,Kenya,Nakuru,2026-03-24,2.2,26.1,63.8
829,Kenya,Kiambu,2026-03-24,3.2,24.2,59.2
830,Kenya,Kisumu,2026-03-24,3.6,26.0,56.1
831,Nigeria,Kaduna,2026-03-25,1.9,25.0,60.9
832,Nigeria,Kano,2026-03-25,10.0,28.6,73.5
833,Nigeria,Rivers,2026-03-25,0.1,30.3,57.2
834,Nigeria,Benue,2026-03-25,5.8,32.1,62.9
835,Nigeria,Oyo,2026-03-25,4.3,28.0,69.9
836,Ghana,Ashanti,2026-03-25,2.3,24.4,64.4
837,Ghana,Greater Accra,2026-03-25,0.0,28.8,47.9
838,Kenya,Nakuru,2026-03-25,3.3,22.9,64.9
839,Kenya,Kiambu,2026-03-25,0.0,22.3,50.3
840,Kenya,Kisumu,2026-03-25,0.0,20.1,64.9
841,Nigeria,Kaduna,2026-03-26,6.8,26.3,76.2
842,Nigeria,Kano,2026-03-26,1.2,30.6,61.1
843,Nigeria,Rivers,2026-03-26,0.0,29.6,53.8
844,Nigeria,Benue,2026-03-26,0.0,31.2,52.3
845,Nigeria,Oyo,2026-03-26,0.0,29.8,60.1
846,Ghana,Ashanti,2026-03-26,0.0,29.4,64.7
847,Ghana,Greater Accra,2026-03-26,0.0,26.4,56.6
848,Kenya,Nakuru,2026-03-26,3.8,22.9,62.6
849,Kenya,Kiambu,2026-03-26,4.4,22.6,58.9
850,Kenya,Kisumu,2026-03-26,0.6,20.2,57.4
851,Nigeria,Kaduna,2026-03-27,0.0,32.8,50.5
852,Nigeria,Kano,2026-03-27,6.7,26.4,65.8
853,Nigeria,Rivers,2026-03-27,4.3,31.6,62.1
854,Nigeria,Benue,2026-03-27,7.9,26.1,82.6
855,Nigeria,Oyo,2026-03-27,0.0,32.5,54.3
856,Ghana,Ashanti,2026-03-27,4.4,29.6,74.9
857,Ghana,Greater Accra,2026-03-27,0.0,24.9,60.7
858,Kenya,Nakuru,2026-03-27,2.2,27.8,52.6
859,Kenya,Kiambu,2026-03-27,0.0,22.5,64.0
860,Kenya,Kisumu,2026-03-27,3.9,25.8,65.3
861,Nigeria,Kaduna,2026-03-28,2.6,29.8,59.5
862,Nigeria,Kano,2026-03-28,7.4,27.0,81.0
863,Nigeria,Rivers,2026-03-28,7.0,31.1,78.1
864,Nigeria,Benue,2026-03-28,8.0,32.8,80.4
865,Nigeria,Oyo,2026-03-28,9.6,32.1,71.2
866,Ghana,Ashanti,2026-03-28,0.0,25.1,59.5
867,Ghana,Greater Accra,2026-03-28,0.0,28.4,62.3
868,Kenya,Nakuru,2026-03-28,0.0,21.2,57.6
869,Kenya,Kiambu,2026-03-28,0.0,23.5,51.8
870,Kenya,Kisumu,2026-03-28,6.2,26.3,68.1
871,Nigeria,Kaduna,2026-03-29,0.0,25.6,61.9
